caseIdx,epoch,loss,loss_1,loss_2,loss_3
1.0,0,0.0150902159512043,0.008130486123263836,2.276248096677591e-06,0.0069574532099068165
1.0,1,0.033145301043987274,0.006743025034666061,2.3683534891461022e-05,0.02637859247624874
1.0,10,0.11956249922513962,0.003556355368345976,4.682146027334966e-05,0.11595932394266129
1.0,100,0.49694448709487915,0.005564122926443815,0.00010165885760216042,0.4912787079811096
1.0,200,0.4822470247745514,0.005140308290719986,0.00010467535321367905,0.4770020544528961
1.0,500,0.49418574571609497,0.005212604533880949,8.398259524255991e-05,0.4888891577720642
