epoch,batch,loss,loss_1,loss_2,loss_3
205,1900,0.00010769387881737202,1.6851179680088535e-05,5.688172223017318e-06,8.515452645951882e-05
206,0,6.403955194400623e-05,1.663658258621581e-05,3.393898623471614e-06,4.400906982482411e-05
206,100,0.00018437863036524504,4.026477108709514e-05,7.391349299723515e-06,0.00013672250497620553
206,200,7.791307871229947e-05,3.544103310559876e-05,3.1471286092710216e-06,3.9324913814198226e-05
206,300,8.098366379272193e-05,2.3961443730513565e-05,5.954194875812391e-06,5.106802564114332e-05
206,400,8.340558269992471e-05,3.582017598091625e-05,1.174740737042157e-05,3.583799843909219e-05
206,500,3.761959669645876e-05,1.9329623683006503e-05,5.7192323765775654e-06,1.2570742910611443e-05
206,600,7.338690193137154e-05,2.276992381666787e-05,1.2400932064338122e-05,3.821604695986025e-05
206,700,5.722337664337829e-05,1.5933790564304218e-05,7.100186394382035e-06,3.418940104893409e-05
206,800,3.246098640374839e-05,8.360052561329212e-06,2.628225502121495e-06,2.147270606656093e-05
206,900,9.523483458906412e-05,3.9106718759285286e-05,6.526006927742856e-06,4.960210935678333e-05
206,1000,0.00010861111513804644,1.3276578101795167e-05,4.828882993024308e-06,9.050565859070048e-05
206,1100,7.744584581814706e-05,3.126814772258513e-05,5.0637295316846576e-06,4.1113966290140525e-05
206,1200,6.191463762661442e-05,1.4637679669249337e-05,3.178472525178222e-06,4.409848770592362e-05
206,1300,8.085059380391613e-05,3.971450496464968e-05,4.405663275974803e-06,3.673042374430224e-05
206,1400,0.00010808090883074328,2.5389728762093e-05,7.07752997186617e-06,7.561365055153146e-05
206,1500,6.1024744354654104e-05,1.4612332961405627e-05,6.65720654069446e-06,3.975520667154342e-05
206,1600,5.730933844461106e-05,3.199662023689598e-05,2.5122467377514113e-06,2.280047192471102e-05
206,1700,0.00010254049993818626,1.667945798544679e-05,1.1975804227404296e-05,7.388523954432458e-05
206,1800,9.584427607478574e-05,3.4824784961529076e-05,6.851053967693588e-06,5.416843850980513e-05
206,1900,6.576973828487098e-05,1.883807999547571e-05,5.257017164694844e-06,4.1674644307931885e-05
207,0,3.8312449760269374e-05,1.4715751603944227e-05,3.6572787394106854e-06,1.9939419871661812e-05
207,100,8.751725545153022e-05,3.15222168865148e-05,1.5442612493643537e-05,4.055242970935069e-05
207,200,9.413928637513891e-05,1.4764973457204178e-05,7.326626018766547e-06,7.204768917290494e-05
207,300,0.00011160668509546667,2.2823014660389163e-05,3.882336386595853e-06,8.490133768646047e-05
207,400,4.151760367676616e-05,1.2237830560479779e-05,2.10927441912645e-06,2.7170499379280955e-05
207,500,0.00012100393360015005,2.5920820917235687e-05,8.861054084263742e-06,8.622206223662943e-05
207,600,8.867662836564705e-05,3.1476025469601154e-05,8.35950231703464e-06,4.884110239800066e-05
207,700,7.097289199009538e-05,1.8289743820787407e-05,4.162201094004558e-06,4.8520949349040166e-05
207,800,5.8266079577151686e-05,1.5564888599328697e-05,3.864049631374655e-06,3.883714089170098e-05
207,900,0.00013148745347280055,2.6187342882622033e-05,8.144335879478604e-06,9.715577471069992e-05
207,1000,7.88009783718735e-05,1.8207465473096818e-05,5.8817518038267735e-06,5.471176336868666e-05
207,1100,7.230124901980162e-05,1.6746225810493343e-05,7.383537649729988e-06,4.8171485104830936e-05
207,1200,7.314610411413014e-05,2.5452978661633097e-05,6.763805231457809e-06,4.0929320675786585e-05
207,1300,0.00011617761629167944,4.262564470991492e-05,6.196565209393157e-06,6.735540955560282e-05
207,1400,6.431686779251322e-05,2.0381638023536652e-05,3.982857833761955e-06,3.995237420895137e-05
207,1500,4.2873933125520125e-05,1.4156475117488299e-05,6.012219273543451e-06,2.2705238734488375e-05
207,1600,4.237306347931735e-05,1.2866954421042465e-05,3.585664671845734e-06,2.5920444386429153e-05
207,1700,4.638329482986592e-05,1.3184891940909438e-05,4.839509983867174e-06,2.8358892450341955e-05
207,1800,9.837373363552615e-05,3.150321208522655e-05,1.2110785974073224e-05,5.475973739521578e-05
207,1900,0.00028461814508773386,2.732798020588234e-05,2.370024731135345e-06,0.0002549201308283955
208,0,4.6574048610636964e-05,1.3763850802206434e-05,6.543713425344322e-06,2.6266483473591506e-05
208,100,5.336017784429714e-05,2.5290817575296387e-05,2.5634549274400342e-06,2.5505907615297474e-05
208,200,7.270750938914716e-05,2.117066651408095e-05,7.09735195414396e-06,4.4439486373448744e-05
208,300,6.0280093748588115e-05,2.2446076400228776e-05,2.57493866229197e-06,3.525907959556207e-05
208,400,5.176848208066076e-05,1.3262650099932216e-05,8.056514161580708e-06,3.0449316909653135e-05
208,500,4.738559800898656e-05,2.0721581677207723e-05,3.7485167467821157e-06,2.2915499357623048e-05
208,600,8.538381371181458e-05,3.0489365599351004e-05,9.668144230090547e-06,4.522630479186773e-05
208,700,4.529879515757784e-05,1.5204936062218621e-05,3.893317170877708e-06,2.6200543288723566e-05
208,800,8.597994747105986e-05,2.3148148102336563e-05,6.0247780311328825e-06,5.6807017244864255e-05
208,900,5.0009482947643846e-05,1.4997494872659445e-05,6.26738528808346e-06,2.8744600058416836e-05
208,1000,5.120509013067931e-05,1.9333230738993734e-05,7.024432306934614e-06,2.4847427994245663e-05
208,1100,5.954920197837055e-05,2.1005955204600468e-05,4.4711268856190145e-06,3.4072119888151065e-05
208,1200,4.523544339463115e-05,2.1396204829216003e-05,3.0211417652026284e-06,2.081809907394927e-05
208,1300,9.893418609863147e-05,1.3982058590045199e-05,6.863678208901547e-06,7.808845111867413e-05
208,1400,5.5292064644163474e-05,1.769778100424446e-05,6.021334229444619e-06,3.157294850097969e-05
208,1500,7.779119914630428e-05,2.709411273826845e-05,8.875482308212668e-06,4.182160409982316e-05
208,1600,0.0001199992693727836,2.727232640609145e-05,4.668862402468221e-06,8.805807738099247e-05
208,1700,5.9084806707687676e-05,2.0461799067561515e-05,6.826249773439486e-06,3.1796756957191974e-05
208,1800,2.801398659357801e-05,6.884718914079713e-06,2.3802074338163948e-06,1.874906047305558e-05
208,1900,5.692151898983866e-05,1.3582787687482778e-05,4.516658464126522e-06,3.882207238348201e-05
209,0,6.502163887489587e-05,1.9963332306360826e-05,5.782205789728323e-06,3.9276103052543476e-05
209,100,7.112960156518966e-05,1.4914146049704868e-05,4.277870630176039e-06,5.1937582611572e-05
209,200,9.523428161628544e-05,2.8656115318881348e-05,7.554763215011917e-06,5.9023401263402775e-05
209,300,6.79550867062062e-05,2.0034052795381285e-05,6.867893716844264e-06,4.1053135646507144e-05
209,400,0.00011236559657845646,1.5406372767756693e-05,5.970743131911149e-06,9.098848386202008e-05
209,500,0.00015167640231084079,3.3065418392652646e-05,4.231400907883653e-06,0.00011437958164606243
209,600,7.212921627797186e-05,1.133668683905853e-05,2.3509421680500964e-06,5.844159022672102e-05
209,700,0.00012562418123707175,2.5011415345943533e-05,6.054516234144103e-06,9.455825056647882e-05
209,800,0.00020145977032370865,2.2079773771110922e-05,6.350211151584517e-06,0.0001730297808535397
209,900,4.5621272874996066e-05,1.5347919543273747e-05,6.2796202655590605e-06,2.399373443040531e-05
209,1000,8.525746670784429e-05,1.9119088392471895e-05,8.238696864282247e-06,5.7899680541595444e-05
209,1100,9.888891509035602e-05,3.149758413201198e-05,3.827473392448155e-06,6.356385711114854e-05
209,1200,0.0001267331826966256,4.3183357774978504e-05,4.50245806860039e-06,7.90473714005202e-05
209,1300,6.269697041716427e-05,2.4762955945334397e-05,6.424126240744954e-06,3.150989141431637e-05
209,1400,6.739485979778692e-05,1.700724351394456e-05,5.341736141417641e-06,4.504587923293002e-05
209,1500,8.352626173291355e-05,1.5783898561494425e-05,6.341697371681221e-06,6.14006639807485e-05
209,1600,4.660154809243977e-05,9.688806130725425e-06,5.53196241526166e-06,3.1380779546452686e-05
209,1700,8.311038982355967e-05,1.1783606169046834e-05,5.914926077821292e-06,6.541185575770214e-05
209,1800,3.955909051001072e-05,1.4524754988087807e-05,4.1413927647226956e-06,2.0892943211947568e-05
209,1900,0.00021432401263155043,3.265815394115634e-05,4.386415184853831e-06,0.00017727944941725582
210,0,6.726458377670497e-05,2.8506807211670093e-05,6.026984010532033e-06,3.2730789826018736e-05
210,100,0.00012011019134661183,1.866062666522339e-05,4.667148004955379e-06,9.678241622168571e-05
210,200,9.000769205158576e-05,1.9550107026589103e-05,3.353248757775873e-06,6.710433808621019e-05
210,300,0.00039187996299006045,5.1841339882230386e-05,7.335855571000138e-06,0.00033270276617258787
210,400,6.803746509831399e-05,3.31302362610586e-05,4.337718110036803e-06,3.056951391045004e-05
210,500,0.0001064062598743476,3.4222841350128874e-05,5.054770554124843e-06,6.712864706059918e-05
210,600,4.223177529638633e-05,1.3649240827362519e-05,4.91328637508559e-06,2.3669250367674977e-05
210,700,9.176984895020723e-05,2.734641748247668e-05,5.482647338794777e-06,5.894078640267253e-05
210,800,5.0378352170810103e-05,1.94972162717022e-05,4.655162229028065e-06,2.6225972760585137e-05
210,900,6.995392323005944e-05,2.774828317342326e-05,7.010435183474328e-06,3.5195203963667154e-05
210,1000,9.94414949673228e-05,2.6835543394554406e-05,4.8193774091487285e-06,6.778657552786171e-05
210,1100,7.384402852039784e-05,1.6879963368410245e-05,5.589599368249765e-06,5.137446351000108e-05
210,1200,3.941723480238579e-05,1.3032197784923483e-05,3.573512913135346e-06,2.2811524104326963e-05
210,1300,0.00010533419117564335,1.384004826832097e-05,4.975803676643409e-06,8.651833923067898e-05
210,1400,6.319723615888506e-05,1.7655429473961703e-05,6.449428838095628e-06,3.9092374208848923e-05
210,1500,0.00014627972268499434,1.948506906046532e-05,1.8951419406221248e-05,0.00010784323239931837
210,1600,2.6385008823126554e-05,9.144460818788502e-06,3.5856376143783564e-06,1.365490970783867e-05
210,1700,6.185856182128191e-05,2.0131676137680188e-05,3.5230241337558255e-06,3.820385973085649e-05
210,1800,5.2559647883754224e-05,3.1802508601685986e-05,3.591674840208725e-06,1.7165464669233188e-05
210,1900,0.0001745262707117945,3.718957304954529e-05,5.0443733925931156e-05,8.689297101227567e-05
211,0,6.82127574691549e-05,1.586966754985042e-05,4.397883003548486e-06,4.794520646100864e-05
211,100,7.20095049473457e-05,3.725281203514896e-05,4.787058060173877e-06,2.996963303303346e-05
211,200,5.113962106406689e-05,2.1202829884714447e-05,2.9394204830168746e-06,2.699737342481967e-05
211,300,9.407877951161936e-05,1.4954369362385478e-05,2.7821292860608082e-06,7.634227949893102e-05
211,400,5.4763131629442796e-05,1.947300734173041e-05,5.610911102849059e-06,2.967921318486333e-05
211,500,5.260047328192741e-05,2.4914934328990057e-05,4.41375686932588e-06,2.3271781174116768e-05
211,600,8.756045281188563e-05,3.039525108761154e-05,4.893366167380009e-06,5.227183646638878e-05
211,700,0.0001267716579604894,2.030411451414693e-05,3.2888549412746215e-06,0.0001031786814564839
211,800,6.49773282930255e-05,2.7735777621273883e-05,8.421442544204183e-06,2.8820106308558024e-05
211,900,4.220084520056844e-05,1.832894304243382e-05,4.244198862579651e-06,1.9627701476565562e-05
211,1000,9.39851306611672e-05,2.3053733457345515e-05,6.528293852170464e-06,6.440310244215652e-05
211,1100,8.831682498566806e-05,1.7013588148984127e-05,5.1930096560681704e-06,6.611023127334192e-05
211,1200,7.660590199520811e-05,2.2599813746637665e-05,5.938833055552095e-06,4.806725701200776e-05
211,1300,5.98186015849933e-05,2.3106849766918458e-05,4.961915237799985e-06,3.1749834306538105e-05
211,1400,6.594336446141824e-05,1.1800706488429569e-05,4.949819867761107e-06,4.919284037896432e-05
211,1500,0.00017501015099696815,3.380743874004111e-05,6.134245268185623e-06,0.0001350684615317732
211,1600,0.00011676740541588515,3.897964779753238e-05,6.241628398129251e-06,7.154612831072882e-05
211,1700,0.00028518284671008587,5.7632038078736514e-05,1.7494034182163887e-05,0.00021005676535423845
211,1800,7.539827493019402e-05,2.855515958799515e-05,7.031555014691548e-06,3.981156260124408e-05
211,1900,0.00012593751307576895,3.948431913158856e-05,1.2814075489586685e-05,7.363912300206721e-05
212,0,0.0001552659086883068,2.9784994694637135e-05,2.4353116714337375e-06,0.0001230456109624356
212,100,4.0062896005110815e-05,1.3115743058733642e-05,5.135666924616089e-06,2.1811485567013733e-05
212,200,6.295939965639263e-05,3.0151562896207906e-05,4.806529886991484e-06,2.8001306418445893e-05
212,300,7.656652451260015e-05,2.8578360797837377e-05,5.942669304204173e-06,4.204549622954801e-05
212,400,9.698772919364274e-05,2.4407216187682934e-05,8.056284968915861e-06,6.452422530855983e-05
212,500,0.00011939379328396171,2.5298579203081317e-05,6.8683780227729585e-06,8.722683560336009e-05
212,600,6.573555583599955e-05,1.8066550182993524e-05,7.1611189014220145e-06,4.0507889934815466e-05
212,700,6.063864566385746e-05,1.114038605010137e-05,1.0824392120412085e-05,3.867386840283871e-05
212,800,6.33632589597255e-05,1.273362067877315e-05,6.283456514211139e-06,4.4346179493004456e-05
212,900,5.858672011527233e-05,2.770882929326035e-05,4.12143981520785e-06,2.6756450097309425e-05
212,1000,9.71839326666668e-05,2.0400362700456753e-05,5.381909431889653e-06,7.140165689634159e-05
212,1100,3.6298471968621016e-05,1.7275746358791366e-05,5.402378064900404e-06,1.3620347999676596e-05
212,1200,7.480378553736955e-05,2.4774810299277306e-05,4.560167781164637e-06,4.546880518319085e-05
212,1300,4.509298378252424e-05,1.2429235539457295e-05,4.0208810787589755e-06,2.8642867619055323e-05
212,1400,4.8821555537870154e-05,1.6103906091302633e-05,3.7618067381117726e-06,2.8955842935829423e-05
212,1500,3.9154765545390546e-05,1.1168960554641671e-05,1.9630615497590043e-06,2.6022744350484572e-05
212,1600,3.416153776925057e-05,8.6486033978872e-06,2.860323775166762e-06,2.2652611733064987e-05
212,1700,3.511243994580582e-05,1.1546862879185937e-05,4.159498075750889e-06,1.9406079445616342e-05
212,1800,4.5240325562190264e-05,1.4968928553571459e-05,5.880353000975447e-06,2.4391041733906604e-05
212,1900,8.238403097493574e-05,1.5483788956771605e-05,2.941626462416025e-06,6.395861419150606e-05
213,0,5.336043977877125e-05,2.4132890757755376e-05,4.076503500982653e-06,2.5151048248517327e-05
213,100,0.00011713366257026792,3.507747533149086e-05,6.259207566472469e-06,7.579698285553604e-05
213,200,6.57136770314537e-05,1.806194632081315e-05,6.26795463176677e-06,4.138377698836848e-05
213,300,9.423422307008877e-05,1.842288656916935e-05,6.048150680726394e-06,6.976318400120363e-05
213,400,8.348326082341373e-05,2.700519689824432e-05,5.948482794337906e-06,5.05295793118421e-05
213,500,5.0799215387087315e-05,1.894704473670572e-05,4.845117473450955e-06,2.700705408642534e-05
213,600,5.052542837802321e-05,8.930586773203686e-06,2.5168910724460147e-06,3.9077949622878805e-05
213,700,9.970839892048389e-05,1.8234322851640172e-05,7.039485808491008e-06,7.443458889611065e-05
213,800,8.944905857788399e-05,1.5556341168121435e-05,1.1011760761903133e-05,6.288095755735412e-05
213,900,0.00010800380550790578,1.7628361092647538e-05,8.352783879672643e-06,8.202265598811209e-05
213,1000,6.529730308102444e-05,2.9246228223200887e-05,2.711228717089398e-06,3.33398456859868e-05
213,1100,9.92069544736296e-05,1.784356209100224e-05,5.4648185141559225e-06,7.589857705170289e-05
213,1200,8.752716530580074e-05,4.2297982872696593e-05,7.505845132982358e-06,3.7723337300121784e-05
213,1300,4.332643948146142e-05,1.002114458970027e-05,2.6890156732406467e-06,3.0616280128015205e-05
213,1400,8.611992234364152e-05,1.3162371942598838e-05,6.231199222384021e-06,6.672635208815336e-05
213,1500,6.590339762624353e-05,2.8800726795452647e-05,5.3726157602795865e-06,3.1730058253742754e-05
213,1600,4.948427522322163e-05,1.4458831174124498e-05,6.725905677740229e-06,2.8299538826104254e-05
213,1700,8.719584729988128e-05,4.1304880141979083e-05,8.660933417559136e-06,3.723003464983776e-05
213,1800,7.680330600123852e-05,1.5068329048517626e-05,6.248926183616277e-06,5.5486052588094026e-05
213,1900,8.8112625235226e-05,2.167765524063725e-05,6.955395747354487e-06,5.947957470198162e-05
214,0,5.8457644627196714e-05,1.642012102820445e-05,3.5161599498678697e-06,3.852136433124542e-05
214,100,6.587766984011978e-05,1.954080471477937e-05,3.6926078337273793e-06,4.264426024747081e-05
214,200,5.638036600430496e-05,2.7547599529498257e-05,4.722252015199047e-06,2.411051536910236e-05
214,300,7.007346721366048e-05,1.0000489965023007e-05,3.998834927188e-06,5.6074139138218015e-05
214,400,6.469497748184949e-05,2.4748775103944354e-05,3.7008419440098805e-06,3.6245357478037477e-05
214,500,3.658389687188901e-05,1.6206387954298407e-05,6.790131465095328e-06,1.3587378816737328e-05
214,600,5.6880195188568905e-05,1.652854734857101e-05,3.8880366446392145e-06,3.646361074061133e-05
214,700,0.0001045662138494663,2.5943661967176013e-05,3.962911705457373e-06,7.465964154107496e-05
214,800,0.0001430287811672315,2.771533945633564e-05,4.298057774576591e-06,0.00011101538257207721
214,900,7.705412281211466e-05,1.887925827759318e-05,8.202873686968815e-06,4.9971993576036766e-05
214,1000,4.096586781088263e-05,1.8294149413122796e-05,4.267728400009219e-06,1.8403989088255912e-05
214,1100,5.6666955060791224e-05,2.023141860263422e-05,3.1730176033306634e-06,3.326251680846326e-05
214,1200,8.62555461935699e-05,2.195574234065134e-05,1.5663372323615476e-05,4.8636433348292485e-05
214,1300,5.150596552994102e-05,1.3910221241530962e-05,5.6235048759845085e-06,3.197223850293085e-05
214,1400,3.758323146030307e-05,1.5763203919050284e-05,4.732311936095357e-06,1.7087715605157427e-05
214,1500,6.783992284908891e-05,2.0613148080883548e-05,2.9426410037558526e-06,4.42841301264707e-05
214,1600,0.0001881214848253876,1.7999498595600016e-05,4.646885827241931e-06,0.00016547509585507214
214,1700,7.422600174322724e-05,1.8029313650913537e-05,8.174203685484827e-06,4.802248440682888e-05
214,1800,3.326141813886352e-05,1.4398076928046066e-05,4.966526830685325e-06,1.3896813470637426e-05
214,1900,0.00012906623305752873,1.4254353118303698e-05,4.184393219475169e-06,0.00011062748671974987
215,0,4.794809501618147e-05,2.4919509087339975e-05,5.552071343117859e-06,1.747651731420774e-05
